run,cv_splits,shuffled,n_trees,depth,rmse_train,rmse_val,mae_train,mae_val
0,5,False,200,4,2.079414180535791,2.552154268662213,1.5391981066035128,1.907651401366628
1,5,False,200,5,1.9048825384015724,2.439929299434128,1.3737316893243767,1.776850342495876
2,5,False,200,6,1.7489292386013653,2.39938734009817,1.2393704875917402,1.7335045097839277
4,5,False,300,4,2.0766666186067853,2.5492757474009733,1.537195250690456,1.9054957331720501
3,5,False,200,7,1.5833557758535837,2.384645380871618,1.1058049880407008,1.714368397759764
5,5,False,300,5,1.9031568877420793,2.4376225195891283,1.3720321179087855,1.7747713981491273
8,5,False,400,4,2.0761463770216255,2.548357578144315,1.5369620011028375,1.9046254408780108
6,5,False,300,6,1.7480184398852234,2.397034763176873,1.2381450267772256,1.731071295606916
9,5,False,400,5,1.9026096125553393,2.4364975238312843,1.371843413919344,1.7744051583470253
7,5,False,300,7,1.5836066576557042,2.384176966156486,1.1060770948808272,1.7132214503807977
12,5,False,500,4,2.0777112954142014,2.5516220749503837,1.5381128480187445,1.906897356811894
10,5,False,400,6,1.747047315979702,2.395775936304843,1.2378409833509407,1.730076665649061
13,5,False,500,5,1.9040146283346502,2.4394183410748576,1.3732535400712604,1.7767699089219249
11,5,False,400,7,1.5824206668038812,2.3818280841671715,1.1052922371196767,1.7103987823315983
14,5,False,500,6,1.7483068607104808,2.3987311615664892,1.238772457026717,1.732706690202622
15,5,False,500,7,1.5830359698370766,2.3825374941700947,1.1054256832873102,1.71130896750284
